id,countryid,name
2794,9,ISCHIA ISOLAVERDE
2795,20,MILLWALL
2796,37,VOLYN LUTSK
2797,12,FC EINDHOVEN
2798,20,LEICESTER
2799,68,CSM RAMNICU VALCEA
2800,7,ISMAILY SC
2801,57,AALESUND
2802,50,GKS TYCHY
2803,57,GJOVIK FF
2804,35,HACKEN
2805,24,PUSKAS ACADEMY
2806,60,WOLUWE-ZAVENTEM
2807,58,ORLEANS
2808,44,NEUSIEDL/SEE
2809,5,MICTLAN
2810,6,NASHVILLE SC
2811,18,FORTUNA KOLN
2812,65,1461 TRABZON
2813,37,METALURH DONETSK
2814,2,FC MYLLYPURO
2815,46,ARSENAL TULA 2
2816,57,ULLERN
2817,46,SMENA
2818,13,AL-WEHDAT SC
2819,50,ODRA OPOLE
2820,68,SPORTUL SNAGOV
2821,18,FC MEMMINGEN
2822,20,SOLIHULL MOORS
2823,58,VALENCIENNES
2824,37,KRYVBAS KRYVYI RIH
2825,6,PORTLAND TIMBERS 2
2826,20,EASTLEIGH
2827,18,FSV BUDISSA BAUTZEN
2828,24,UJPEST
2829,20,MANSFIELD
2830,52,NK DOMZALE
2831,20,HISTON
2832,9,SALERNITANA
2833,33,NEWCASTLE JETS FC
2834,46,SIBIR
2835,9,VIRTUS LANCIANO
2836,9,TRITIUM
2837,20,LIVERPOOL
2838,70,SABA QOM
2839,10,OPERARIO-PR
2840,60,FC BRUSSELS
2841,49,RAMPLA JUNIORS
2842,2,AIFK
2843,46,SHINNIK YAROSLAVL
2844,22,VIKINGUR OLAFSVIK
2845,46,ZNAMYA TRUDA
2846,4,GYEONGNAM FC
2847,18,VFC PLAUEN
2848,35,IFK GOTEBORG
2849,53,US TATAOUINE
2850,44,ADMIRA WACKER
2851,11,ALIANZA PETROLERA
2852,58,AVRANCHES
2853,65,BURSASPOR
2854,65,ELAZIGSPOR
2855,58,ST ETIENNE
2856,51,VEREYA STARA ZAGORA
2857,14,FC DNEPR MOGILEV
2858,18,SVN ZWEIBRUCKEN
2859,42,DEPORTIVO MUNICIPAL
2860,32,AL-HAZEM
2861,71,SAN LUIS
2862,45,PANTHRAKIKOS
2863,2,NARPES KRAFT
2864,65,KARSIYAKA
2865,12,JONG UTRECHT
2866,54,LONGFORD TOWN FC
2867,72,KAIZER CHIEFS
2868,67,VEJLE
2869,23,FRYDEK-MISTEK
2870,40,FC ARARAT-ARMENIA
2871,22,KA AKUREYRI
2872,20,HAYES & YEADING
2873,68,DUNAREA CALARASI
2874,8,HEART OF MIDLOTHIAN
2875,26,FC VADUZ
2876,9,VIRTUS ENTELLA
2877,30,PEMBROKE ATHLETA
2878,65,AKHISAR BELEDIYE
2879,72,SANTOS FC
2880,57,SARPSBORG 08 FF
2881,60,ZULTE-WAREGEM
2882,43,NK VARAZDIN
2883,39,SHENZHEN FC
2884,18,BORUSSIA MONCHENGLADB. II
2885,75,BALLYMENA UNITED
2886,44,WOLFSBERGER AC (AM)
2887,10,CUIABA
2888,35,AKROPOLIS IF
2889,2,ILVES
2890,18,1899 HOFFENHEIM
2891,49,PLAZA COLONIA
2892,34,CLUB AMERICA
2893,35,ASSYRISKA BK
2894,18,FC OBERLAUSITZ NEUGERSDORF
2895,48,AL-MESAIMEER
2896,64,DEPORTIVO LA CORUNA
2897,32,NAJRAN
2898,23,HFK OLOMOUC
2899,20,CHIPPENHAM
2900,44,SK VORWARTS STEYR
2901,49,CERRO LARGO
2902,8,ST JOHNSTONE
2903,20,MACCLESFIELD
2904,73,SPORTING COVILHA
2905,20,WORKINGTON
2906,50,STAL MIELEC
2907,18,SV WILHELMSHAVEN
2908,22,STJARNAN
2909,10,NAUTICO RECIFE
2910,6,TAMPA BAY ROWDIES
2911,58,GRENOBLE FOOT 38
2912,56,SKF SERED
2913,1,MUNICIPAL LIBERIA
2914,37,ZORYA LUHANSK
2915,44,WIENER SPORTKLUB
2916,57,GJOVIK-LYN
2917,39,ZHEJIANG GREENTOWN
2918,2,FC ALAND
2919,53,EO SIDI BOUZID
2920,64,ELCHE
2921,18,HERTHA BERLIN
2922,75,CLIFTONVILLE FC
2923,19,METALLURG BEKABAD
2924,59,FC MUHLENBACH BLUE BOYS
2925,15,LLANELLI TOWN AFC
2926,12,GO AHEAD EAGLES
2927,23,SIGMA OLOMOUC
2928,73,ESTORIL
2929,47,HAPOEL KFAR-SABA
2930,54,ATHLONE TOWN
2931,65,GALATASARAY
2932,9,PRO PATRIA
2933,23,FC ZBROJOVKA BRNO
2934,23,SLAVOJ VYSEHRAD
2935,37,KOLOS KOVALIVKA
2936,2,HAMEENLINNA
2937,46,ALANIA VLADIKAVKAZ
2938,73,LEIXOES
2939,38,OLIMPO BAHIA BLANCA
2940,73,MARITIMO
2941,60,C.S. VISE
2942,11,JUNIOR
2943,9,VIAREGGIO
2944,75,PORTADOWN FC
2945,74,SHAKHTER KARAGANDY
2946,20,FARNBOROUGH
2947,48,AL-AHLI DOHA
2948,9,CATANIA
2949,14,FC MINSK
2950,5,COATEPEQUE
2951,14,FC ISLOCH MINSK RAION
2952,35,SODERTALJE FK
2953,44,FC ALBERSCHWENDE
2954,2,MIPK
2955,24,MEZOKOVESD-ZSORY
2956,46,ZENIT PENZA
2957,14,FC KRUMKACHY
2958,53,ESPERANCE ST
2959,60,GENT
2960,49,LIVERPOOL MONTEVIDEO
2961,46,KUBAN
2962,48,AL-KHOR
2963,28,RC ARBAA
2964,18,VfL BOCHUM
2965,46,DINAMO BARNAUL
2966,9,JUVE STABIA
2967,10,VILA NOVA
2968,14,BELSHINA BOBRUISK
2969,60,KVV COXYDE
2970,57,MOSS
2971,52,ND GORICA
2972,7,EL RAJA MARSA MATRUH
2973,1,SAN CARLOS
2974,56,ZEMPLIN MICHALOVCE
2975,9,CAVESE
2976,18,TuS KOBLENZ
2977,9,LECCE
2978,10,ATLETICO PARANAENSE
2979,39,BEIJING GUOAN
2980,76,FUJAIRAH FC
2981,48,AL-SAILIYA
2982,20,SHEFFIELD UTD
2983,45,ERGOTELIS
2984,52,NK BRAVO
2985,18,VfB HOMBERG
2986,9,PRATO
2987,33,C. COAST MARINERS FC
2988,44,USV ST. ANNA AM AIGEN
2989,58,RENNES
2990,46,METALLURG VYKSA
2991,30,GUDJA UNITED
2992,35,KARLSTAD BK
2993,39,SHIJIAZHUANG EVER BRIGHT
2994,18,HANNOVERSCHER SC
2995,17,PKNP
2996,10,ATLETICO MINEIRO
2997,5,ANTIGUA GFC
2998,46,SIBIR 2
2999,70,SANAT NAFT
3000,44,KSV SUPERFUND
3001,67,AALBORG
3002,41,FK VOZDOVAC
3003,42,MOLINOS EL PIRATA
3004,68,VOINT TURNU MAGURELE
3005,9,LECCO
3006,12,AZ ALKMAAR
3007,9,SPEZIA
3008,26,BSC YOUNG BOYS
3009,21,UTENIS UTENA
3010,57,BAERUM
3011,20,WIGAN
3012,2,PS KEMI
3013,57,HEIMDAL TOPPFOTBALL
3014,56,FC TATRAN PRESOV
3015,9,NOVARA
3016,21,FK ZALGIRIS VILNIUS
3017,45,PANETOLIKOS
3018,9,CROTONE
3019,65,MANISASPOR
3020,28,WA BOUFARIK
3021,6,SAINT LOUIS FC
3022,28,JSM SKIKDA
3023,34,MONARCAS
3024,9,RAVENNA
3025,22,IBV VESTMANNAEYJAR
3026,13,SHABAB AL ORDON
3027,10,SAMPAIO CORREA
3028,20,EXETER
3029,18,ROT-WEISS ESSEN
3030,73,ACADEMICO VISEU
3031,35,IF BROMMAPOJKARNA
3032,18,FC WURZBURGER KICKERS
3033,65,KARDEMIR KARABUKSPOR
3034,6,AUSTIN BOLD
3035,20,NOTTINGHAM FOREST
3036,23,FK PRIBRAM
3037,28,ARZEW
3038,58,DRANCY
3039,34,ATLAS
3040,61,YOKOHAMA F. MARINOS
3041,24,EGRI FC KFT
3042,32,AL-ADALAH
3043,65,GAZIANTEPSPOR
3044,3,BAHRAIN CLUB
3045,18,EINTRACHT STADTALLENDORF
3046,28,TADJENANT
3047,9,LUPA ROMA
3048,53,ES ZARZIS
3049,77,GENERAL CABALLERO
3050,20,SPENNYMOOR TOWN
3051,51,VITOSHA BISTRITSA
3052,68,ACS BERCENI
3053,32,AL-FATEH
3054,65,KAYSERISPOR
3055,11,JAGUARES
3056,6,TULSA ROUGHNECKS
3057,57,FANA
3058,68,POLI IASI
3059,10,SAO BENTO
3060,48,AL-WAKRAH
3061,48,MUAITHER
3062,31,FK ZVIJEZDA 09
3063,20,WREXHAM
3064,35,VASTERAS FK
3065,15,BANGOR CITY
3066,8,KILMARNOCK
3067,71,DEPORTES TEMUCO
3068,35,LJUNGSKILE SK
3069,25,A.E. PAPHOS
3070,61,VENTFORET KOFU
3071,20,FC UTD OF MANCHESTER
3072,50,MIEDZ LEGNICA
3073,32,AL-QAISOMA
3074,38,INDEPENDIENTE
3075,38,CENTRAL CORDOBA
3076,38,GIMNASIA LA PLATA
3077,44,SV KUCHL
3078,70,GOL GOHAR
3079,70,SHAHIN BUSHEHR
3080,62,RAJA BENI MELLAL
3081,62,RENAISSANCE ZEMAMRA
3082,73,VITORIA GUIMARAES
3083,70,SHAHR KHODRO
3084,31,ZRINJSKI MOSTAR
3085,70,TRACTOR SC
3086,76,KHOR FAKKAN CLUB
